temperature,current,voltage,vibration,label
63.94,8.33,193.73,0.33,0.0
70.69,8.24,200.8,0.35,0.0
61.52,7.07,201.57,0.29,0.0
60.58,8.61,205.71,0.24,0.0
70.2,9.66,214.69,0.26,0.0
66.13,8.13,204.53,0.4,0.0
64.15,8.46,197.8,0.41,0.0
71.94,7.02,199.13,0.19,0.0
62.89,7.69,204.82,0.23,0.0
61.81,9.14,210.71,0.31,0.0
66.2,8.3,200.14,0.4,0.0
65.93,8.65,203.88,0.23,0.0
66.98,8.46,200.06,0.39,0.0
101.06,19.23,186.09,0.91,1.0
67.52,8.76,202.07,0.25,0.0
55.69,10.17,196.43,0.34,0.0
56.38,9.16,196.56,0.3,0.0
63.72,7.33,207.72,0.32,0.0
67.22,8.39,207.9,0.24,0.0
63.91,8.93,202.72,0.28,0.0
61.48,9.13,192.2,0.31,0.0
74.09,9.27,214.16,0.23,0.0
71.0,8.4,200.0,0.35,0.0
66.93,8.18,195.69,0.23,0.0
75.53,9.48,192.23,0.28,0.0
63.37,8.54,218.74,0.26,0.0
66.07,7.98,199.45,0.24,0.0
110.61,19.22,169.39,0.85,1.0
64.05,8.35,204.25,0.22,0.0
70.12,7.57,202.55,0.27,0.0
60.37,7.18,209.23,0.28,0.0
68.08,7.93,198.66,0.19,0.0
66.0,7.53,203.13,0.3,0.0
62.99,9.04,204.09,0.32,0.0
69.1,9.08,196.07,0.19,0.0
64.51,8.87,202.7,0.28,0.0
65.26,6.47,215.66,0.28,0.0
71.36,7.89,194.45,0.37,0.0
63.07,10.18,205.34,0.35,0.0
68.05,9.07,202.15,0.25,0.0
70.08,7.34,204.63,0.27,0.0
67.68,8.76,201.67,0.2,0.0
65.4,8.36,188.97,0.36,0.0
69.32,8.9,212.04,0.32,0.0
71.0,6.89,213.15,0.21,0.0
65.04,7.48,197.19,0.35,0.0
69.49,8.55,212.73,0.29,0.0
65.99,8.26,195.62,0.37,0.0
101.72,17.86,232.92,0.94,1.0
65.27,9.21,207.81,0.41,0.0
104.58,15.65,195.63,0.8,1.0
65.53,9.53,197.62,0.22,0.0
68.69,8.55,207.52,0.27,0.0
61.8,9.38,217.96,0.31,0.0
66.32,7.64,190.54,0.23,0.0
70.54,8.22,202.68,0.39,0.0
70.19,8.77,204.58,0.35,0.0
61.62,7.62,200.59,0.27,0.0
69.07,9.0,200.98,0.37,0.0
68.26,8.65,183.1,0.33,0.0
59.78,8.4,202.48,0.37,0.0
66.85,7.18,209.0,0.32,0.0
70.22,8.83,204.36,0.23,0.0
108.6,17.77,188.99,0.87,1.0
67.78,6.95,217.42,0.3,0.0
63.39,8.33,200.17,0.25,0.0
65.53,7.88,205.74,0.29,0.0
61.76,7.91,189.48,0.17,0.0
64.93,7.76,203.17,0.39,0.0
69.15,7.23,209.87,0.36,0.0
111.14,15.77,142.88,0.8,1.0
67.97,9.73,188.66,0.3,0.0
68.68,8.51,201.63,0.25,0.0
59.89,7.41,199.64,0.22,0.0
64.35,8.29,198.84,0.3,0.0
63.99,8.27,193.51,0.2,0.0
70.23,6.25,211.27,0.27,0.0
104.07,17.64,174.26,0.9,1.0
64.68,9.51,203.67,0.4,0.0
67.7,9.02,198.23,0.3,0.0
66.55,7.69,191.57,0.3,0.0
67.79,8.87,197.98,0.26,0.0
65.24,7.56,195.45,0.34,0.0
64.19,8.63,200.52,0.2,0.0
65.76,5.8,200.22,0.31,0.0
75.25,8.81,206.5,0.27,0.0
69.57,7.46,208.29,0.28,0.0
67.96,8.63,198.67,0.26,0.0
108.06,18.65,203.66,0.82,1.0
62.59,9.38,209.21,0.31,0.0
67.89,7.75,199.44,0.17,0.0
65.64,8.5,197.51,0.31,0.0
72.8,7.44,218.27,0.27,0.0
68.56,9.66,209.03,0.23,0.0
63.02,8.53,197.74,0.21,0.0
71.21,7.37,203.37,0.36,0.0
59.89,7.66,202.89,0.34,0.0
66.15,8.19,205.59,0.35,0.0
71.87,8.57,203.37,0.31,0.0
67.5,7.33,205.89,0.32,0.0
68.14,9.23,197.68,0.28,0.0
66.11,7.03,202.49,0.33,0.0
101.89,21.7,157.28,0.85,1.0
63.11,7.63,205.82,0.27,0.0
63.83,8.22,214.13,0.38,0.0
68.86,9.28,204.97,0.36,0.0
61.22,6.43,192.95,0.23,0.0
61.29,8.52,203.37,0.3,0.0
66.55,8.71,214.75,0.28,0.0
108.96,19.15,204.73,0.95,1.0
71.17,7.38,202.95,0.33,0.0
68.91,8.27,207.65,0.32,0.0
63.62,9.26,193.05,0.27,0.0
65.89,8.99,200.43,0.39,0.0
67.71,8.74,207.24,0.35,0.0
58.29,8.4,199.77,0.27,0.0
68.24,7.42,197.91,0.35,0.0
65.88,8.52,201.33,0.3,0.0
65.74,7.99,215.93,0.4,0.0
63.69,9.2,207.72,0.41,0.0
61.56,9.05,206.58,0.23,0.0
59.37,8.08,202.63,0.28,0.0
66.09,8.52,200.04,0.4,0.0
58.98,9.18,200.56,0.28,0.0
62.39,8.04,201.47,0.29,0.0
68.26,8.63,203.63,0.29,0.0
62.82,8.26,198.06,0.29,0.0
72.33,7.4,208.32,0.35,0.0
103.12,22.73,167.65,0.94,1.0
63.67,7.74,202.39,0.23,0.0
108.35,21.08,94.56,0.87,1.0
65.67,6.87,213.93,0.36,0.0
67.38,10.87,205.68,0.23,0.0
74.5,7.13,200.44,0.33,0.0
65.46,9.59,202.09,0.37,0.0
60.09,7.81,211.4,0.25,0.0
56.78,9.78,198.98,0.31,0.0
61.81,8.09,201.49,0.31,0.0
66.31,7.97,200.83,0.28,0.0
66.75,7.36,204.83,0.38,0.0
62.22,8.25,206.12,0.29,0.0
69.78,7.32,201.22,0.33,0.0
72.44,7.91,205.88,0.31,0.0
62.64,9.09,200.83,0.24,0.0
66.24,8.67,192.19,0.26,0.0
69.95,9.5,210.28,0.24,0.0
106.05,19.54,142.76,0.9,1.0
68.41,9.24,205.32,0.28,0.0
62.14,8.42,190.96,0.23,0.0
67.23,8.98,195.16,0.43,0.0
75.42,7.16,211.2,0.23,0.0
74.92,7.61,200.28,0.27,0.0
77.59,8.09,197.02,0.31,0.0
65.08,8.11,218.47,0.32,0.0
64.16,8.72,197.56,0.33,0.0
70.06,8.66,209.37,0.26,0.0
54.84,7.38,195.45,0.17,0.0
61.95,8.24,184.04,0.27,0.0
60.16,6.6,198.67,0.42,0.0
67.04,8.51,214.6,0.3,0.0
74.36,8.64,209.41,0.13,0.0
62.29,9.02,207.28,0.31,0.0
67.45,8.58,203.25,0.26,0.0
108.07,19.48,181.78,0.89,1.0
60.15,8.1,199.99,0.27,0.0
69.88,8.3,206.17,0.28,0.0
65.69,8.34,212.16,0.28,0.0
65.11,8.07,191.83,0.24,0.0
62.14,8.36,190.76,0.24,0.0
73.32,7.15,201.42,0.36,0.0
69.04,9.29,195.97,0.25,0.0
70.9,7.75,206.49,0.21,0.0
59.08,10.16,199.37,0.28,0.0
69.25,7.12,209.12,0.25,0.0
63.16,8.69,205.67,0.33,0.0
67.62,8.0,202.0,0.31,0.0
66.19,8.68,203.56,0.35,0.0
61.26,7.52,211.04,0.42,0.0
74.58,8.98,204.8,0.43,0.0
67.64,9.46,206.43,0.44,0.0
65.87,8.19,195.37,0.3,0.0
64.16,8.61,198.97,0.36,0.0
65.81,8.6,206.78,0.27,0.0
69.21,9.02,202.61,0.25,0.0
63.69,8.86,204.03,0.32,0.0
57.19,8.58,219.32,0.28,0.0
73.57,10.12,194.52,0.31,0.0
61.26,7.94,204.42,0.32,0.0
68.08,8.77,203.58,0.26,0.0
67.64,6.3,203.19,0.36,0.0
66.72,7.77,210.3,0.27,0.0
71.88,7.66,216.1,0.24,0.0
69.27,8.71,197.64,0.3,0.0
69.28,9.48,206.11,0.18,0.0
69.56,8.73,202.52,0.23,0.0
70.43,8.99,203.86,0.34,0.0
68.19,9.07,195.86,0.3,0.0
71.05,6.86,214.86,0.47,0.0
62.35,8.81,199.48,0.35,0.0
59.02,5.93,210.16,0.34,0.0
60.36,9.5,220.63,0.28,0.0
67.68,6.89,198.66,0.27,0.0
64.95,7.34,197.0,0.23,0.0
68.22,7.9,192.56,0.41,0.0
63.43,7.38,204.9,0.23,0.0
68.72,7.6,204.77,0.45,0.0
106.62,14.37,192.17,0.83,1.0
68.4,7.35,197.53,0.32,0.0
59.63,7.97,200.65,0.4,0.0
64.73,8.45,201.9,0.34,0.0
61.92,7.73,185.88,0.29,0.0
100.31,18.87,179.07,0.99,1.0
65.91,7.03,204.52,0.27,0.0
66.81,8.36,221.99,0.23,0.0
67.28,7.81,211.95,0.28,0.0
62.12,7.27,210.17,0.33,0.0
105.46,19.23,184.25,0.8,1.0
65.37,8.91,191.15,0.26,0.0
59.58,8.22,214.28,0.35,0.0
67.74,8.68,202.9,0.22,0.0
64.31,9.93,197.26,0.32,0.0
71.6,7.06,202.74,0.34,0.0
68.33,7.15,197.6,0.22,0.0
63.9,8.36,215.04,0.28,0.0
75.17,8.21,212.16,0.27,0.0
102.74,17.45,161.63,0.94,1.0
75.61,8.5,207.82,0.26,0.0
101.28,18.46,216.63,0.87,1.0
66.12,8.52,203.23,0.38,0.0
70.99,10.58,209.89,0.21,0.0
73.99,7.91,195.53,0.27,0.0
63.75,8.75,202.01,0.28,0.0
103.67,17.86,206.64,0.84,1.0
64.14,8.65,192.5,0.24,0.0
65.01,8.27,208.93,0.37,0.0
61.16,7.98,212.54,0.3,0.0
108.01,16.03,218.72,0.93,1.0
65.4,7.58,200.63,0.29,0.0
67.32,8.06,193.3,0.36,0.0
68.67,8.34,204.64,0.32,0.0
59.08,8.42,203.8,0.33,0.0
68.26,6.96,206.79,0.35,0.0
67.36,8.29,211.62,0.29,0.0
60.76,7.03,212.39,0.3,0.0
62.8,9.37,198.09,0.33,0.0
70.37,9.66,208.24,0.25,0.0
69.32,7.85,196.62,0.35,0.0
66.36,7.82,203.57,0.33,0.0
67.86,8.04,192.46,0.41,0.0
69.94,9.42,186.42,0.3,0.0
60.76,6.99,200.8,0.41,0.0
65.02,9.06,192.85,0.4,0.0
67.39,8.71,199.97,0.31,0.0
71.29,7.84,203.33,0.26,0.0
67.23,8.86,203.46,0.26,0.0
61.04,8.62,206.32,0.28,0.0
65.33,9.09,207.31,0.36,0.0
67.68,8.01,209.3,0.29,0.0
70.24,6.95,196.56,0.33,0.0
65.22,7.68,218.86,0.24,0.0
66.94,8.8,213.03,0.31,0.0
65.26,8.75,201.12,0.31,0.0
61.23,8.28,195.14,0.33,0.0
66.58,8.45,215.07,0.38,0.0
67.22,8.18,204.21,0.18,0.0
60.97,9.16,208.77,0.4,0.0
67.8,7.48,202.1,0.26,0.0
71.11,8.4,194.19,0.29,0.0
63.9,7.37,197.85,0.3,0.0
57.42,8.47,192.37,0.31,0.0
64.65,8.6,202.15,0.35,0.0
67.07,8.67,212.53,0.28,0.0
63.18,9.33,197.17,0.32,0.0
61.34,7.96,210.03,0.23,0.0
65.58,8.36,212.29,0.33,0.0
65.34,7.5,196.51,0.14,0.0
65.8,8.07,201.87,0.26,0.0
72.2,8.71,200.04,0.39,0.0
64.35,9.95,203.02,0.24,0.0
70.77,7.87,192.49,0.25,0.0
64.75,8.12,197.98,0.21,0.0
69.59,8.94,200.73,0.37,0.0
104.31,20.56,165.33,0.91,1.0
65.49,6.85,216.16,0.26,0.0
70.8,9.3,195.01,0.3,0.0
67.28,8.29,187.02,0.23,0.0
62.68,7.66,202.17,0.26,0.0
71.06,8.37,209.17,0.32,0.0
109.62,16.45,188.15,1.0,1.0
64.53,9.05,207.79,0.36,0.0
64.28,8.15,210.4,0.32,0.0
106.11,21.43,221.48,0.75,1.0
62.54,7.8,213.83,0.38,0.0
61.29,8.92,200.42,0.25,0.0
65.32,8.91,202.18,0.3,0.0
105.41,18.05,231.39,0.89,1.0
65.7,7.62,208.92,0.41,0.0
58.55,7.9,196.21,0.37,0.0
70.5,9.81,192.52,0.29,0.0
69.01,8.01,200.73,0.24,0.0
63.82,8.43,204.69,0.38,0.0
59.18,7.13,203.41,0.33,0.0
72.14,7.82,205.17,0.45,0.0
64.7,7.43,203.38,0.31,0.0
63.32,10.77,201.85,0.34,0.0
62.7,8.69,207.31,0.28,0.0
59.55,7.4,208.31,0.3,0.0
70.11,6.91,199.4,0.28,0.0
67.52,8.56,200.52,0.22,0.0
67.92,7.76,199.33,0.4,0.0
71.92,7.68,204.36,0.32,0.0
62.05,7.93,207.76,0.3,0.0
60.91,9.6,202.32,0.31,0.0
69.02,9.05,192.81,0.42,0.0
71.65,6.93,199.83,0.29,0.0
63.3,6.9,181.74,0.34,0.0
67.99,7.57,203.93,0.39,0.0
61.9,8.07,198.81,0.36,0.0
65.59,7.73,196.46,0.37,0.0
65.66,7.85,199.38,0.34,0.0
62.87,7.32,210.18,0.42,0.0
68.54,7.41,197.26,0.37,0.0
69.36,7.97,187.41,0.26,0.0
75.53,8.6,199.27,0.29,0.0
74.03,8.06,211.26,0.36,0.0
73.21,8.86,202.12,0.28,0.0
74.06,8.82,200.46,0.32,0.0
67.8,8.11,204.49,0.22,0.0
64.52,6.02,208.32,0.13,0.0
64.49,7.88,204.73,0.18,0.0
60.14,7.97,207.41,0.27,0.0
70.27,9.41,214.7,0.35,0.0
57.52,7.91,202.4,0.27,0.0
66.12,9.19,191.08,0.38,0.0
69.31,9.35,199.82,0.33,0.0
72.17,8.31,204.16,0.33,0.0
68.02,8.1,208.18,0.3,0.0
58.9,7.8,205.25,0.35,0.0
110.63,17.15,239.37,0.91,1.0
63.13,9.08,205.88,0.24,0.0
71.75,9.15,203.4,0.3,0.0
107.79,19.58,177.18,0.88,1.0
105.12,17.43,211.34,0.81,1.0
77.16,9.62,198.06,0.24,0.0
60.27,9.77,209.51,0.31,0.0
67.68,8.88,203.32,0.25,0.0
68.12,9.53,220.11,0.47,0.0
49.72,8.17,202.59,0.37,0.0
66.4,7.98,203.89,0.34,0.0
64.24,7.87,219.55,0.3,0.0
63.93,8.59,187.72,0.34,0.0
67.02,8.16,214.78,0.31,0.0
69.73,7.62,214.09,0.34,0.0
68.97,6.49,199.83,0.29,0.0
68.21,8.11,204.52,0.27,0.0
108.17,17.71,160.41,0.86,1.0
68.08,6.98,196.73,0.26,0.0
64.54,9.17,205.31,0.34,0.0
69.03,7.74,201.14,0.36,0.0
71.45,9.3,193.71,0.18,0.0
67.38,8.21,216.54,0.27,0.0
68.11,8.41,205.99,0.25,0.0
70.5,9.54,200.04,0.21,0.0
66.7,6.81,216.07,0.45,0.0
68.01,9.14,199.3,0.31,0.0
66.67,7.95,193.43,0.32,0.0
67.96,6.36,207.89,0.2,0.0
76.47,7.87,202.29,0.27,0.0
70.41,8.34,190.73,0.28,0.0
62.3,9.58,196.25,0.39,0.0
99.57,21.37,196.36,0.83,1.0
62.41,7.75,192.81,0.23,0.0
70.72,8.85,200.9,0.34,0.0
64.74,9.99,208.97,0.26,0.0
63.0,7.51,201.68,0.25,0.0
56.01,9.24,200.6,0.37,0.0
105.77,19.01,171.07,0.9,1.0
63.9,8.45,196.98,0.35,0.0
104.28,18.11,180.61,0.93,1.0
68.23,7.35,207.38,0.27,0.0
62.99,8.63,193.69,0.36,0.0
68.05,7.95,192.11,0.3,0.0
63.6,9.01,213.45,0.28,0.0
64.04,7.99,217.7,0.39,0.0
60.76,7.71,209.1,0.23,0.0
66.2,9.65,195.39,0.28,0.0
63.61,8.36,208.1,0.31,0.0
106.21,19.22,229.11,0.86,1.0
62.19,8.84,208.28,0.31,0.0
69.37,8.26,203.82,0.24,0.0
73.14,8.65,210.37,0.25,0.0
102.62,19.73,175.12,0.87,1.0
104.1,16.51,210.98,0.98,1.0
62.72,7.46,201.73,0.28,0.0
67.21,8.82,196.23,0.39,0.0
58.35,9.31,211.86,0.34,0.0
62.55,7.23,191.49,0.28,0.0
73.06,7.29,209.31,0.43,0.0
68.83,7.98,211.94,0.35,0.0
67.05,8.13,201.59,0.43,0.0
65.83,7.85,191.32,0.24,0.0
62.42,7.58,206.41,0.34,0.0
77.03,8.75,198.59,0.26,0.0
72.88,8.8,206.11,0.34,0.0
67.8,8.14,205.14,0.32,0.0
66.68,9.03,202.79,0.29,0.0
65.31,7.78,206.5,0.29,0.0
70.03,9.35,204.6,0.33,0.0
67.69,8.88,210.31,0.32,0.0
68.12,7.57,200.22,0.25,0.0
67.85,9.03,202.56,0.29,0.0
66.94,9.03,211.77,0.41,0.0
63.39,8.33,210.63,0.3,0.0
109.36,18.4,203.32,0.92,1.0
73.26,8.8,187.33,0.32,0.0
69.49,9.01,189.12,0.23,0.0
62.07,8.76,200.82,0.32,0.0
76.4,8.54,191.35,0.39,0.0
69.63,6.95,201.52,0.29,0.0
64.43,7.43,196.73,0.19,0.0
63.54,8.38,211.36,0.35,0.0
59.21,8.71,200.49,0.28,0.0
58.81,9.12,203.25,0.35,0.0
68.66,6.97,203.64,0.31,0.0
68.57,7.99,203.27,0.35,0.0
67.58,9.06,192.08,0.4,0.0
56.47,9.18,198.18,0.31,0.0
69.71,7.74,206.95,0.41,0.0
67.63,8.36,200.01,0.37,0.0
60.73,9.61,205.85,0.36,0.0
58.16,8.24,195.89,0.26,0.0
74.11,9.29,198.74,0.14,0.0
62.51,8.51,199.97,0.23,0.0
70.95,8.34,205.34,0.24,0.0
61.71,7.12,197.85,0.27,0.0
67.69,9.09,218.08,0.34,0.0
61.12,7.63,205.13,0.29,0.0
71.12,8.25,197.84,0.34,0.0
65.19,7.82,196.18,0.22,0.0
59.12,8.57,205.68,0.36,0.0
58.02,8.2,204.95,0.34,0.0
63.11,9.11,191.85,0.28,0.0
66.57,10.36,199.61,0.31,0.0
65.82,6.6,194.19,0.27,0.0
106.42,15.62,190.87,0.96,1.0
67.2,7.28,199.97,0.34,0.0
63.92,8.76,200.25,0.33,0.0
66.97,6.23,187.81,0.26,0.0
67.4,9.05,199.46,0.31,0.0
66.3,7.9,198.25,0.37,0.0
63.83,9.36,204.38,0.38,0.0
72.19,9.89,213.23,0.31,0.0
67.24,9.07,198.34,0.18,0.0
63.59,9.13,208.81,0.38,0.0
69.69,8.61,196.36,0.26,0.0
68.57,7.91,200.47,0.29,0.0
66.82,8.61,199.78,0.24,0.0
69.42,7.89,203.51,0.37,0.0
59.95,9.07,190.42,0.23,0.0
69.88,7.47,192.56,0.32,0.0
56.04,7.15,201.51,0.21,0.0
60.62,7.86,202.45,0.29,0.0
67.67,8.39,204.8,0.27,0.0
62.21,8.28,198.88,0.39,0.0
66.61,10.19,202.31,0.41,0.0
66.04,7.61,198.54,0.49,0.0
66.61,7.8,219.11,0.37,0.0
63.41,8.16,197.01,0.29,0.0
62.27,6.87,197.82,0.24,0.0
60.33,8.94,202.65,0.25,0.0
66.9,8.79,207.09,0.34,0.0
67.99,9.24,207.52,0.24,0.0
61.94,8.85,200.21,0.28,0.0
66.99,8.16,207.86,0.31,0.0
66.34,6.19,189.87,0.31,0.0
68.55,8.8,208.56,0.17,0.0
61.24,8.77,204.41,0.36,0.0
62.69,8.02,190.16,0.4,0.0
61.83,6.43,206.17,0.36,0.0
73.2,8.23,217.42,0.28,0.0
55.81,8.81,205.95,0.48,0.0
73.57,8.11,193.6,0.34,0.0
67.62,8.98,214.0,0.37,0.0
57.8,7.84,214.72,0.34,0.0
66.83,9.1,204.14,0.37,0.0
65.99,7.6,204.96,0.3,0.0
62.26,8.73,201.07,0.41,0.0
110.48,17.31,189.48,0.87,1.0
67.33,6.88,204.5,0.18,0.0
58.01,7.52,212.69,0.33,0.0
56.56,7.6,205.26,0.38,0.0
65.23,8.42,188.07,0.29,0.0
100.59,20.21,183.04,0.81,1.0
61.91,7.34,203.66,0.31,0.0
66.26,8.53,193.54,0.3,0.0
63.08,8.22,205.18,0.4,0.0
63.35,7.62,207.71,0.34,0.0
66.65,7.64,212.1,0.24,0.0
66.43,9.27,193.84,0.26,0.0
63.2,7.8,197.49,0.4,0.0
63.91,8.16,206.2,0.29,0.0
59.51,8.75,197.01,0.34,0.0
63.93,8.37,204.18,0.25,0.0
68.96,9.31,214.25,0.15,0.0
69.26,8.72,203.75,0.4,0.0
65.58,10.02,205.64,0.33,0.0
63.32,9.03,190.35,0.27,0.0
57.71,8.56,204.47,0.37,0.0
69.5,8.72,206.11,0.38,0.0
68.34,7.51,202.46,0.38,0.0
68.01,7.34,207.16,0.25,0.0
66.0,9.17,202.35,0.31,0.0
69.07,8.63,203.11,0.47,0.0
69.66,6.97,215.74,0.36,0.0
68.29,8.2,203.28,0.3,0.0
64.3,8.06,200.94,0.21,0.0
64.83,8.92,197.7,0.42,0.0
71.45,7.94,185.23,0.24,0.0
58.95,7.91,195.48,0.32,0.0
65.95,6.59,201.31,0.28,0.0
59.98,8.09,202.6,0.28,0.0
67.55,9.57,207.28,0.21,0.0
68.5,9.28,201.68,0.3,0.0
72.58,9.06,204.12,0.33,0.0
72.27,8.05,198.38,0.22,0.0
71.22,7.52,206.14,0.29,0.0
71.32,9.46,196.8,0.22,0.0
63.56,8.49,196.6,0.4,0.0
68.03,8.48,201.9,0.37,0.0
72.81,7.28,202.19,0.21,0.0
67.04,8.16,210.38,0.29,0.0
62.35,8.78,198.11,0.41,0.0
63.99,8.5,212.82,0.3,0.0
56.86,8.63,211.05,0.32,0.0
69.52,7.78,196.63,0.26,0.0
62.69,8.51,200.09,0.25,0.0
62.97,8.12,194.32,0.28,0.0
62.21,8.27,203.19,0.29,0.0
64.63,7.42,193.84,0.34,0.0
67.42,9.32,202.59,0.41,0.0
104.87,18.61,175.58,0.93,1.0
61.82,7.5,199.24,0.29,0.0
67.44,7.98,208.92,0.15,0.0
69.67,7.11,208.35,0.3,0.0
67.51,9.07,200.68,0.36,0.0
76.08,6.91,204.32,0.29,0.0
73.93,8.55,205.69,0.33,0.0
67.6,9.17,205.16,0.27,0.0
70.52,9.58,208.07,0.36,0.0
69.15,8.64,197.2,0.28,0.0
106.09,19.6,211.15,0.85,1.0
63.25,6.01,201.54,0.3,0.0
74.49,8.37,208.36,0.35,0.0
74.07,7.69,206.19,0.25,0.0
70.79,10.94,204.12,0.26,0.0
68.93,10.18,205.74,0.31,0.0
68.89,8.37,211.51,0.33,0.0
68.26,10.03,202.24,0.27,0.0
67.71,7.54,209.8,0.32,0.0
71.54,7.81,193.9,0.42,0.0
61.07,7.03,207.98,0.21,0.0
68.67,7.89,198.83,0.45,0.0
63.8,7.36,198.17,0.3,0.0
64.23,7.7,203.25,0.24,0.0
59.72,7.78,217.69,0.33,0.0
60.58,7.28,205.35,0.46,0.0
72.58,7.99,208.57,0.22,0.0
65.87,8.2,207.82,0.3,0.0
59.2,9.29,213.0,0.3,0.0
65.21,9.65,196.06,0.27,0.0
72.15,8.59,202.25,0.45,0.0
70.24,8.46,211.55,0.35,0.0
67.14,7.92,196.54,0.29,0.0
69.98,9.07,202.87,0.19,0.0
63.49,9.51,194.3,0.3,0.0
76.32,9.0,203.15,0.29,0.0
67.53,9.4,208.88,0.36,0.0
65.04,8.42,191.37,0.25,0.0
70.16,8.43,194.29,0.18,0.0
71.05,7.95,208.51,0.21,0.0
61.93,9.21,215.83,0.32,0.0
62.08,8.22,203.37,0.33,0.0
73.31,8.7,186.2,0.23,0.0
60.1,9.23,211.4,0.34,0.0
73.26,8.6,218.29,0.28,0.0
71.24,9.02,205.23,0.36,0.0
66.83,7.02,198.84,0.28,0.0
68.59,8.62,202.9,0.36,0.0
67.25,9.1,201.85,0.4,0.0
104.74,21.17,161.46,0.87,1.0
62.61,9.57,204.66,0.29,0.0
65.3,7.26,209.66,0.37,0.0
64.74,7.85,192.13,0.32,0.0
60.19,9.44,210.99,0.34,0.0
109.16,14.09,245.74,0.82,1.0
63.01,9.1,214.64,0.29,0.0
71.5,8.35,199.97,0.35,0.0
66.51,7.75,208.09,0.3,0.0
61.07,7.52,202.97,0.37,0.0
109.32,16.86,167.95,0.85,1.0
62.71,7.91,203.95,0.33,0.0
59.22,8.17,203.13,0.26,0.0
68.4,9.07,207.94,0.31,0.0
66.72,8.77,199.05,0.39,0.0
54.82,7.5,191.87,0.33,0.0
64.42,8.09,198.25,0.35,0.0
77.62,6.99,208.53,0.24,0.0
65.29,7.87,196.5,0.37,0.0
65.44,8.52,208.33,0.38,0.0
53.36,7.64,198.02,0.28,0.0
66.81,8.83,200.12,0.16,0.0
64.15,8.09,215.01,0.12,0.0
108.54,18.92,178.39,0.89,1.0
66.84,8.62,208.78,0.32,0.0
106.21,16.99,146.2,0.86,1.0
67.68,7.77,211.96,0.29,0.0
62.55,7.4,200.15,0.37,0.0
70.3,9.18,198.69,0.33,0.0
75.13,9.32,212.25,0.36,0.0
71.88,8.2,205.35,0.34,0.0
65.75,8.24,196.47,0.2,0.0
70.97,8.07,204.29,0.38,0.0
66.55,8.71,201.19,0.23,0.0
66.52,9.53,204.32,0.26,0.0
103.59,20.94,204.25,0.83,1.0
69.87,7.64,203.84,0.39,0.0
69.25,7.21,202.82,0.35,0.0
72.27,8.27,205.64,0.38,0.0
63.65,8.96,209.5,0.32,0.0
61.75,8.41,199.92,0.31,0.0
95.74,20.54,195.18,0.79,1.0
65.05,8.75,195.48,0.16,0.0
73.75,8.07,202.31,0.33,0.0
63.81,7.95,205.29,0.4,0.0
69.36,7.78,210.78,0.38,0.0
71.47,8.36,215.26,0.37,0.0
66.39,8.5,184.23,0.31,0.0
65.02,7.14,187.28,0.32,0.0
68.11,7.79,199.35,0.3,0.0
70.18,6.76,191.88,0.34,0.0
78.21,8.02,207.73,0.31,0.0
70.21,9.5,201.23,0.24,0.0
65.01,8.4,209.34,0.2,0.0
64.55,8.32,205.11,0.35,0.0
68.52,7.22,205.83,0.18,0.0
59.85,9.53,203.49,0.35,0.0
104.67,14.39,210.2,0.8,1.0
66.15,9.32,198.73,0.3,0.0
64.53,7.71,191.56,0.32,0.0
67.74,8.12,200.7,0.32,0.0
67.86,8.33,204.63,0.29,0.0
69.61,7.96,208.1,0.27,0.0
74.17,8.69,198.94,0.41,0.0
64.5,8.59,202.7,0.39,0.0
70.78,8.9,210.75,0.32,0.0
63.44,8.92,203.42,0.33,0.0
108.94,17.98,212.2,0.9,1.0
63.25,8.59,203.29,0.29,0.0
62.0,8.4,211.31,0.23,0.0
68.5,7.18,203.74,0.28,0.0
69.74,8.25,195.84,0.32,0.0
65.27,7.5,207.16,0.22,0.0
69.2,8.39,200.98,0.35,0.0
63.44,8.22,196.4,0.36,0.0
62.41,8.48,209.92,0.32,0.0
65.31,7.94,210.69,0.27,0.0
66.78,8.55,201.59,0.26,0.0
68.15,7.29,201.54,0.42,0.0
71.42,7.73,200.32,0.38,0.0
64.08,8.49,209.25,0.25,0.0
66.44,9.19,205.85,0.35,0.0
104.42,18.69,221.34,0.9,1.0
62.9,8.21,198.39,0.27,0.0
107.67,16.9,150.51,0.94,1.0
61.31,8.03,203.78,0.34,0.0
64.79,8.22,199.39,0.24,0.0
61.91,8.56,209.1,0.26,0.0
66.24,8.2,201.95,0.4,0.0
68.25,7.38,206.54,0.22,0.0
56.46,7.55,190.67,0.45,0.0
62.4,9.43,210.67,0.28,0.0
65.53,8.76,192.67,0.38,0.0
103.75,17.03,221.74,0.94,1.0
77.71,7.37,216.18,0.33,0.0
66.61,8.45,204.26,0.45,0.0
67.26,8.29,205.8,0.32,0.0
64.22,8.49,204.29,0.3,0.0
59.89,8.4,209.95,0.24,0.0
70.31,9.06,219.3,0.38,0.0
66.59,8.28,197.83,0.38,0.0
61.38,8.13,209.22,0.38,0.0
59.22,7.81,212.05,0.26,0.0
68.67,7.34,210.63,0.17,0.0
65.91,8.94,217.05,0.3,0.0
64.22,8.98,195.16,0.37,0.0
67.12,7.76,213.16,0.34,0.0
60.57,8.6,196.69,0.25,0.0
71.83,8.16,200.11,0.13,0.0
63.78,6.95,196.47,0.33,0.0
